Topic,Growth_Ratio,Recent_Changepoint,Avg_Severity,Risk_Score,Name,Representation,Count
160,0.6451612903225805,False,2.123076923076923,1.3300248138957813,160_collapsed_gear collapsed_gear_landing gear,"['collapsed', 'gear collapsed', 'gear', 'landing gear', 'left main', 'main', 'damage', 'main gear', 'wheel', 'grass']",65
704,1.25,False,0.12,1.3250000000000002,704_shades_wires_towers_beacon,"['shades', 'wires', 'towers', 'beacon', 'markers', 'hazard', 'night vision', 'wire', 'crp', 'river']",25
420,0.909090909090909,False,0.9148936170212766,1.32495164410058,420_critical area_ils critical_c130_dash,"['critical area', 'ils critical', 'c130', 'dash', 'direct', 'sql', 'controller', 'critical', 'clearance', '050']",47
33,0.6451612903225805,False,2.103448275862069,1.3236929922135705,33_gear_landing gear_green_gear light,"['gear', 'landing gear', 'green', 'gear light', 'light', 'gear handle', 'main gear', 'right main', 'gear extension', 'main']",87
613,0.9523809523809524,False,0.7647058823529411,1.3165266106442577,613_fll_bfi_miami_class,"['fll', 'bfi', 'miami', 'class', 'finals', 'vfrs', 'c90', 'vfr', '32', 'north']",34
41,0.7142857142857142,False,1.6746987951807228,1.312392426850258,41_evasive_pattern_evasive action_traffic,"['evasive', 'pattern', 'evasive action', 'traffic', 'downwind', 'collision', 'nmac', 'avoid', 'goaround', 'climbing']",83
611,0.7692307692307692,False,1.411764705882353,1.3122171945701357,611_wb_aircraft company_3r_4r,"['wb', 'aircraft company', '3r', '4r', 'dtw', 'speeds', 'turbulence', 'takeoff', 'refusal', 'wind shear']",34
491,0.625,False,2.1904761904761907,1.3095238095238095,491_bleed_pressurization_pack_left bleed,"['bleed', 'pressurization', 'pack', 'left bleed', 'cabin', 'bleed trip', '10000', 'cabin altitude', 'cabin pressure', 'emergency descent']",42
568,0.909090909090909,False,0.8611111111111112,1.3005050505050504,568_dash_8400_slow_speed,"['dash', '8400', 'slow', 'speed', 'spacing', '170', 'mile', 'be33', 'approach speed', '25l']",36
244,0.909090909090909,False,0.8448275862068966,1.2931034482758619,244_fms_transition_rnav_discontinuity,"['fms', 'transition', 'rnav', 'discontinuity', 'waypoint', 'rnp', 'arrival', 'fmc', 'track', '20r']",58
712,0.6451612903225805,False,2.0,1.290322580645161,712_liquid_substance_odor_smell,"['liquid', 'substance', 'odor', 'smell', 'cargo compartment', 'environmental', 'fume', 'unknown', 'compartment', 'spill']",24
636,0.625,False,2.125,1.2890625,636_window_shattered_aoa_cabin,"['window', 'shattered', 'aoa', 'cabin', 'loud', 'noise', 'seal', 'pressurization', 'windshield', 'md']",32
480,0.625,False,2.0930232558139537,1.2790697674418605,480_tks_fluid_throat_breathing,"['tks', 'fluid', 'throat', 'breathing', 'headache', 'symptoms', 'irritation', 'exposure', 'c208', 'fumes']",43
250,0.6557377049180327,False,1.8771929824561404,1.271210813920046,250_tire_braking_brakes_antiskid,"['tire', 'braking', 'brakes', 'antiskid', 'braking action', 'gear', 'main', 'tires', 'wheel', 'brake']",57
499,0.7692307692307692,False,1.2926829268292683,1.2664165103189493,499_certificate_inspection_airworthiness_battery,"['certificate', 'inspection', 'airworthiness', 'battery', 'maintenance', 'fcc', 'pitotstatic', 'calibration', 'gearbox', 'service']",41
606,0.7692307692307692,False,1.2647058823529411,1.2556561085972848,606_final south_south controller_amts_hot brake,"['final south', 'south controller', 'amts', 'hot brake', 'deicing', 'ramp', 'sup', 'baggage door', 'push', 'maintenance director']",34
86,0.7042253521126761,False,1.56,1.2535211267605635,86_drone_object_sighting_drones,"['drone', 'object', 'sighting', 'drones', 'uav', 'uas', 'black', 'white', 'helicopter', 'reported sighting']",75
147,0.606060606060606,False,2.1343283582089554,1.252826775214835,147_terrain_visual_field_visual approach,"['terrain', 'visual', 'field', 'visual approach', 'ft', 'cleared visual', 'sight', 'mda', 'approach', 'approach runway']",67
309,0.5555555555555556,False,2.509433962264151,1.2526205450733752,309_hydraulic_left engine_engine_overweight,"['hydraulic', 'left engine', 'engine', 'overweight', 'emergency', 'declared', 'arff', 'compressor', 'stalls', 'declared emergency']",53
245,0.7142857142857142,False,1.4827586206896552,1.2438423645320196,245_cable_assembly_elevator_mount,"['cable', 'assembly', 'elevator', 'mount', 'harness', 'installation', 'bolts', 'repair', 'inspection', 'metal']",58
61,0.625,False,1.975,1.2421875,61_door_cart_galley_fell,"['door', 'cart', 'galley', 'fell', 'stairs', 'bridge', 'injury', 'latch', 'jet bridge', 'injured']",80
134,0.909090909090909,False,0.7246376811594203,1.2384716732542818,134_local_local control_runway_lc,"['local', 'local control', 'runway', 'lc', 'local controller', '28r', 'c172', 'hold short', 'separation', 'short']",69
562,0.9523809523809524,False,0.5945945945945946,1.2355212355212357,562_taxiway_hold short_runway 24l_24l,"['taxiway', 'hold short', 'runway 24l', '24l', 'taxiway sierra', '737', 'hold', 'taxi', 'short', 'short line']",37
14,0.6976744186046512,False,1.5263157894736843,1.2301101591187271,14_drone_sighting_uav_object,"['drone', 'sighting', 'uav', 'object', 'reported sighting', 'saw drone', 'quadcopter', 'reported drone', 'spotted', 'uas']",95
214,0.6451612903225805,False,1.8032786885245902,1.2268640930724481,214_thrust_rejected_rejected takeoff_takeoff,"['thrust', 'rejected', 'rejected takeoff', 'takeoff', 'throttles', 'n1', 'reject', 'thrust levers', 'flex', 'engine']",61
477,0.625,False,1.9069767441860466,1.2209302325581395,477_bounced_flare_nose_bounce,"['bounced', 'flare', 'nose', 'bounce', 'hard landing', 'water', 'rudder', 'pitch', 'attitude', 'float']",43
528,0.625,False,1.8974358974358974,1.2179487179487178,528_cabin altitude_pressurization_cabin_masks,"['cabin altitude', 'pressurization', 'cabin', 'masks', 'altitude warning', '10000', 'cabin pressure', '10000 ft', 'warning', 'emergency descent']",39
359,0.625,False,1.88,1.2125,359_rudder_trim_rudder trim_speedbrakes,"['rudder', 'trim', 'rudder trim', 'speedbrakes', 'movement', 'yoke', 'aileron', 'pedals', 'speedbrake', 'uncommanded']",50
622,0.909090909090909,False,0.6666666666666666,1.212121212121212,622_c10_local_local controller_trainee,"['c10', 'local', 'local controller', 'trainee', 'mooney', 'taxiway', 'helicopter', 'lc1', 'pattern', 'local control']",33
383,0.6451612903225805,False,1.7346938775510203,1.2047399605003288,383_visual_visual approach_sight_cleared visual,"['visual', 'visual approach', 'sight', 'cleared visual', 'approach', 'tcas', 'terrain', 'airport sight', 'field sight', 'miles']",49
429,0.625,False,1.8478260869565217,1.202445652173913,429_generator_apu_rat_electrical,"['generator', 'apu', 'rat', 'electrical', 'battery', 'bus', 'generators', 'left generator', 'power', 'dc']",46
554,0.9523809523809524,False,0.5135135135135135,1.196911196911197,554_hf_satellite phone_tfr_cpdlc,"['hf', 'satellite phone', 'tfr', 'cpdlc', 'satellite', 'tfrs', 'acars', 'polar', 'gander', 'weather']",37
136,0.6451612903225805,False,1.7058823529411764,1.1954459203036052,136_rudder_trim_rudder trim_nose,"['rudder', 'trim', 'rudder trim', 'nose', 'flaps', 'right rudder', 'brakes', 'thrust', 'flap', 'wheel']",68
598,0.909090909090909,False,0.6285714285714286,1.1948051948051945,598_conflict alert_radar_pns_code,"['conflict alert', 'radar', 'pns', 'code', 'p3', 'beacon', 'moa', 'eram', 'conflict', 'data block']",35
77,0.6451612903225805,False,1.6883116883116882,1.189777963971512,77_mva_descend_4000_070,"['mva', 'descend', '4000', '070', '11000', 'feet', 'airway', 'controller', 'issued', 'minimum vectoring']",77
623,0.5555555555555556,False,2.272727272727273,1.186868686868687,623_parachute_parachutist_jump_jump plane,"['parachute', 'parachutist', 'jump', 'jump plane', 'parachutes', 'drop zone', 'cloud', 'jumpers', '01', 'powered']",33
72,0.6451612903225805,False,1.6753246753246753,1.1855886049434434,72_ils_approach_glide_descent,"['ils', 'approach', 'glide', 'descent', 'altitude', 'anc', 'goaround', 'faf', 'terrain', 'missed']",77
129,0.8928571428571429,False,0.6521739130434783,1.1840062111801244,129_route_zla_airspace_boundary,"['route', 'zla', 'airspace', 'boundary', 'sector', 'zzzzz', 'routing', 'zzzzz1', 'zzz1', 'zzz1 center']",69
291,0.7692307692307692,False,1.0740740740740742,1.1823361823361824,291_target_airspace_tfr_targets,"['target', 'airspace', 'tfr', 'targets', 'intruder', 'chicago', 'adsb', 'gps', 'ghost', 'vfr aircraft']",54
172,0.8695652173913043,False,0.703125,1.1752717391304348,172_aircraft takeoff_runway xxr_runway_cleared aircraft,"['aircraft takeoff', 'runway xxr', 'runway', 'cleared aircraft', 'takeoff', 'local', 'xxr', 'hold short', 'short', 'cleared takeoff']",64
196,0.606060606060606,False,1.8571428571428572,1.1688311688311688,196_pattern_downwind_traffic pattern_cessna,"['pattern', 'downwind', 'traffic pattern', 'cessna', 'crosswind', 'traffic', 'base', 'left downwind', 'midfield', 'right downwind']",63
300,0.909090909090909,False,0.5660377358490566,1.1663807890222981,300_hold short_hold_short line_short,"['hold short', 'hold', 'short line', 'short', 'line', 'hold line', 'taxiway', 'taxi', 'short runway', 'runway']",53
478,0.5882352941176471,False,1.930232558139535,1.155950752393981,478_rvsm_zzz3_zzz1_rvsm airspace,"['rvsm', 'zzz3', 'zzz1', 'rvsm airspace', 'navigation', 'zzz2', 'zzzzz', 'pfd', 'btl', 'failure']",43
98,0.7042253521126761,False,1.273972602739726,1.1528072544858192,98_runway redacted_aircraft aircraft_downwind_pattern,"['runway redacted', 'aircraft aircraft', 'downwind', 'pattern', 'traffic', 'cleared land', 'final', 'land', 'aircraft', 'traffic aircraft']",73
707,0.625,False,1.68,1.15,707_visual separation_md80_visual_applicant,"['visual separation', 'md80', 'visual', 'applicant', 'norcal', 'adsb', 'separation', 'traffic', 'auto thrust', 'oclock']",25
675,0.625,False,1.6785714285714286,1.1495535714285716,675_student_controls_formation_landings,"['student', 'controls', 'formation', 'landings', 'correction', 'instructor', 'students', 'solo', 'formation flight', 'trim']",28
746,0.909090909090909,False,0.5263157894736842,1.1483253588516744,746_dg_mel_aml_pallet,"['dg', 'mel', 'aml', 'pallet', 'bottles', 'maintenance operations', 'potable water', 'potable', 'aog', 'amber']",19
185,0.9677419354838709,False,0.359375,1.141633064516129,185_airspace_sector_radar_handoff,"['airspace', 'sector', 'radar', 'handoff', 'coordination', 'btv', 'flm', 'code', 'data block', 'conflict']",64
23,0.4878048780487805,False,2.6666666666666665,1.138211382113821,23_fuel_tank_gallons_tanks,"['fuel', 'tank', 'gallons', 'tanks', 'gauge', 'fuel tanks', 'left tank', 'gallons fuel', 'fuel gauge', 'gauges']",90
169,0.4878048780487805,False,2.646153846153846,1.1332082551594744,169_engine failure_reported engine_engine_power,"['engine failure', 'reported engine', 'engine', 'power', 'loss power', 'failure', 'pilot reported', 'engine power', 'engine began', 'restart']",65
445,0.909090909090909,False,0.4888888888888889,1.131313131313131,445_waypoint_fms_direct_heading,"['waypoint', 'fms', 'direct', 'heading', 'turn', 'fix', 'radial', 'deviation', 'published hold', 'course']",45
128,0.625,False,1.5942028985507246,1.1231884057971016,128_navigation_nav_compass_irs,"['navigation', 'nav', 'compass', 'irs', 'fmc', 'fms', 'fmcs', 'display', 'failures', 'nd']",69
609,0.909090909090909,False,0.47058823529411764,1.122994652406417,609_tfr_restricted_restricted area_tornado,"['tfr', 'restricted', 'restricted area', 'tornado', 'tfrs', 'sector', 'notam', 'awos', 'airspace', 'radar']",34
419,0.8695652173913043,False,0.574468085106383,1.1193339500462534,419_taxiway_push_pushback_ramp,"['taxiway', 'push', 'pushback', 'ramp', 'hold short', 'ground control', 'taxi', 'hold', 'ramp control', 'ground']",47
220,0.9523809523809524,False,0.35,1.119047619047619,220_sid_climb sid_chart_altitude,"['sid', 'climb sid', 'chart', 'altitude', 'climb', 'restriction', 'sid maintain', '10000 feet', 'bold', '4000']",60
421,0.625,False,1.565217391304348,1.1141304347826086,421_altimeter_altimeter setting_setting_altimeters,"['altimeter', 'altimeter setting', 'setting', 'altimeters', 'compass', 'standby altimeter', 'altitude', 'minimums', 'low altitude', '1000 feet']",46
198,0.4878048780487805,False,2.5555555555555554,1.111111111111111,198_terrain_gpws_egpws_terrain warning,"['terrain', 'gpws', 'egpws', 'terrain warning', 'warning', 'gpws warning', 'ridge', 'gpws terrain', 'escape maneuver', 'descent']",63
587,0.625,False,1.542857142857143,1.1071428571428572,587_31_runway 30_runway 31_pattern,"['31', 'runway 30', 'runway 31', 'pattern', 'downwind', 'grass', 'student', 'left downwind', 'ag', 'runway']",35
748,0.909090909090909,False,0.4117647058823529,1.0962566844919783,748_speed_knots_autoflight_pf,"['speed', 'knots', 'autoflight', 'pf', '250', 'ats', 'throttles', '10000ft', 'mode', 'performance']",17
567,0.6451612903225805,False,1.3783783783783783,1.0897994768962507,567_fluid_dent_fod_visor,"['fluid', 'dent', 'fod', 'visor', 'strut', 'lavatory', 'spill', 'water', 'waste', 'toilet']",37
231,0.6521739130434783,False,1.305084745762712,1.0777450257921888,231_drone_uas_object_uav,"['drone', 'uas', 'object', 'uav', 'balloon', 'gliders', 'drones', 'near', 'sighting', 'feet']",59
40,0.6451612903225805,False,1.3333333333333333,1.0752688172043008,40_glideslope_flaps_terrain_approach,"['glideslope', 'flaps', 'terrain', 'approach', 'visual', 'stable', 'speed', 'glide', 'visual approach', 'high']",84
201,0.6521739130434783,False,1.2903225806451613,1.072931276297335,201_ra_tcas_tcas ra_climb,"['ra', 'tcas', 'tcas ra', 'climb', 'fl360', 'ta', 'climbing', 'leveling', 'feet', 'assigned altitude']",62
296,0.6451612903225805,False,1.3148148148148149,1.069295101553166,296_door_slide_open_employees,"['door', 'slide', 'open', 'employees', 'agent', 'acft', 'doors', 'cart', 'ramp', 'contractor']",54
380,0.625,False,1.4081632653061225,1.0650510204081634,380_bonanza_air taxi_frequency_climbed,"['bonanza', 'air taxi', 'frequency', 'climbed', 'pwk', 'class', 'feet', 'altitude', '2000', 'airspace']",49
313,0.625,False,1.4038461538461537,1.0637019230769231,313_visual approach_visual_kc135_paraglider,"['visual approach', 'visual', 'kc135', 'paraglider', 'cleared visual', 'traffic', 'sight', 'approach', 'base', 'lvk']",52
62,0.975609756097561,False,0.17721518987341772,1.062056190182155,62_taxiway_signage_sign_markings,"['taxiway', 'signage', 'sign', 'markings', 'taxiways', 'taxi', 'taxiway sign', 'diagram', 'taxiway taxiway', 'tango']",79
289,0.5357142857142857,False,1.962962962962963,1.0615079365079365,289_zzz2_fuel_alternate_zzz1,"['zzz2', 'fuel', 'alternate', 'zzz1', 'zzz3', 'divert', 'dispatch', 'minimum fuel', 'weather', 'redacted']",54
258,0.4878048780487805,False,2.3508771929824563,1.0611895592640137,258_smoke_fumes_fan_smell,"['smoke', 'fumes', 'fan', 'smell', 'avionics bay', 'cabin', 'avionics', 'apu', 'bleed', 'fume']",57
442,0.909090909090909,False,0.3333333333333333,1.0606060606060606,442_hold short_sierra_hold_31l,"['hold short', 'sierra', 'hold', '31l', 'short', 'runway', 'runway 28', 'runway 19', '28', 'taxi']",45
89,0.45454545454545453,False,2.6621621621621623,1.0595823095823096,89_smoke_odor_smell_fumes,"['smoke', 'odor', 'smell', 'fumes', 'smelled', 'burning', 'cabin', 'masks', 'smoke fumes', 'cockpit']",74
199,0.4761904761904762,False,2.4285714285714284,1.054421768707483,199_right engine_engine_left engine_departure airport,"['right engine', 'engine', 'left engine', 'departure airport', 'compressor', 'cylinder', 'surging', 'single engine', 'compressor stall', 'shut']",63
676,0.4761904761904762,False,2.4285714285714284,1.054421768707483,676_engine_right engine_left engine_number engine,"['engine', 'right engine', 'left engine', 'number engine', 'idle', 'degrees celsius', 'celsius', 'thrust', 'oil pressure', 'n1']",28
671,0.8333333333333334,False,0.5172413793103449,1.0488505747126438,671_dry ice_dry_ice_kg,"['dry ice', 'dry', 'ice', 'kg', 'weight', 'form', 'load planning', 'hazmat', 'goods', 'load']",29
457,0.4761904761904762,False,2.3863636363636362,1.0443722943722946,457_tires_brake_brakes_tire,"['tires', 'brake', 'brakes', 'tire', 'blown', 'bird', 'takeoff roll', 'rejected takeoff', 'damage', 'rejected']",44
294,0.4761904761904762,False,2.3703703703703702,1.0405643738977073,294_oil_oil pressure_pressure_engine oil,"['oil', 'oil pressure', 'pressure', 'engine oil', 'quantity', 'engine', 'oil quantity', 'temp', 'low oil', 'quarts']",54
602,0.625,False,1.3235294117647058,1.0386029411764706,602_wake_wake turbulence_turbulence_reported overshooting,"['wake', 'wake turbulence', 'turbulence', 'reported overshooting', 'overshooting', 'encountering wake', 'overshooting altitude', 'climb', 'fl360', 'encountered wake']",34
551,0.5555555555555556,False,1.736842105263158,1.0380116959064327,551_tire_taxiway_damage_fbo,"['tire', 'taxiway', 'damage', 'fbo', 'wheel', 'flat', 'pavement', 'snow', 'nlg', 'taxi']",38
350,0.8333333333333334,False,0.48,1.0333333333333334,350_lithium_batteries_lithium ion_ion,"['lithium', 'batteries', 'lithium ion', 'ion', 'ion batteries', 'mail', 'shipment', 'hazmat', 'battery', 'cargo']",50
677,0.625,False,1.2857142857142858,1.0267857142857142,677_crop_balloon_sky_towers,"['crop', 'balloon', 'sky', 'towers', 'divers', 'drone', 'spouse', 'crop duster', 'duster', 'remnant']",28
346,0.4761904761904762,False,2.28,1.019047619047619,346_gear_landing gear_main gear_main,"['gear', 'landing gear', 'main gear', 'main', 'extend', 'pump', 'locked', 'left main', 'extension', 'nose']",50
30,0.4761904761904762,False,2.2528735632183907,1.0125889436234263,30_hydraulic_hyd_gear_fluid,"['hydraulic', 'hyd', 'gear', 'fluid', 'quantity', 'brake', 'green hydraulic', 'green', 'hydraulic quantity', 'pressure']",87
655,0.625,False,1.2333333333333334,1.0104166666666667,655_breakers_circuit breakers_circuit_gps,"['breakers', 'circuit breakers', 'circuit', 'gps', 'ptu', 'maintenance control', 'maintenance', 'message', 'reset', 'mechanic']",30
396,0.5357142857142857,False,1.7708333333333333,1.0100446428571428,396_student_instructor_solo_plane,"['student', 'instructor', 'solo', 'plane', 'controls', 'rudder', 'landings', 'grass', 'student pilot', 'runway excursion']",48
730,0.625,False,1.2272727272727273,1.0085227272727273,730_altimeter_altimeter setting_marker_ils 8l,"['altimeter', 'altimeter setting', 'marker', 'ils 8l', 'papi', 'pbi', 'altitude alert', 'localizer signal', 'setting', 'gps']",22
298,0.6521739130434783,False,1.0925925925925926,1.0084541062801933,298_stop_vehicle_taxi_wingtip,"['stop', 'vehicle', 'taxi', 'wingtip', 'taxiing', 'ground control', 'taxiway', 'ground safety', 'ground', 'rj']",54
516,0.625,False,1.225,1.0078125,516_ctaf_crop_crop duster_duster,"['ctaf', 'crop', 'crop duster', 'duster', 'pattern', 'downwind', 'radio', 'frequency', 'ctaf frequency', '36']",40
498,0.5555555555555556,False,1.6097560975609757,1.0027100271002711,498_jet blast_blast_29_runway 29,"['jet blast', 'blast', '29', 'runway 29', 'jumpers', 'jet', 'departing', 'crosswind', 'flare', 'drop zone']",41
397,0.5555555555555556,False,1.5833333333333333,0.9953703703703703,397_cabin altitude_cabin_cabin pressure_pressurization,"['cabin altitude', 'cabin', 'cabin pressure', 'pressurization', '10000', '10000 ft', 'pressure', 'cabin pressurization', 'altitude', 'descent']",48
349,0.6451612903225805,False,1.08,0.9935483870967741,349_snow_deice_ice_deicing,"['snow', 'deice', 'ice', 'deicing', 'plowed', 'wet', 'braking', 'holdover', 'mdw', 'stopping margin']",50
69,0.8928571428571429,False,0.22077922077922077,0.9914192949907237,69_bags_cargo_pit_load,"['bags', 'cargo', 'pit', 'load', 'goods', 'dangerous goods', 'loaded', 'weight', 'hazmat', 'bin']",77
324,0.7142857142857142,False,0.7692307692307693,0.9890109890109888,324_zzz1_duty_zzz2_hazmat,"['zzz1', 'duty', 'zzz2', 'hazmat', 'ndb', 'freight', 'day', 'dispatcher', 'zzz3', 'hours']",52
631,0.625,False,1.15625,0.986328125,631_cylinder_jpi_ozone_altitude,"['cylinder', 'jpi', 'ozone', 'altitude', 'trucks', 'gliding distance', 'poweroff', 'gliding', 'fl', 'zzz1']",32
404,0.6451612903225805,False,1.0416666666666667,0.9811827956989246,404_aerobatic_psp tower_mva_psp,"['aerobatic', 'psp tower', 'mva', 'psp', 'practice', 'prominent', 'ft mva', 'deer valley', 'vfr', 'practice area']",48
202,0.4878048780487805,False,2.0161290322580645,0.9795436664044058,202_clouds_turbulence_airspeed_ice,"['clouds', 'turbulence', 'airspeed', 'ice', 'weather', 'cloud', 'pitot heat', '9000', 'pitot', 'encountered']",62
103,0.5555555555555556,False,1.5205479452054795,0.9779299847792999,103_ra_tcas_traffic_28l,"['ra', 'tcas', 'traffic', '28l', 'localizer', 'target', 'tcas ra', 'approach', 'vfr aircraft', 'conflict']",73
192,0.5555555555555556,False,1.492063492063492,0.9700176366843034,192_tank_fuel_mel_quantity,"['tank', 'fuel', 'mel', 'quantity', 'fuel quantity', 'pump', 'center tank', 'fueling', 'inner', 'tanks']",63
91,0.4761904761904762,False,2.0675675675675675,0.9684684684684686,91_cabin altitude_cabin_emergency descent_cabin pressure,"['cabin altitude', 'cabin', 'emergency descent', 'cabin pressure', 'altitude warning', 'pressurization', '10000', 'loss cabin', '10000 ft', 'pack']",74
437,0.4761904761904762,False,2.066666666666667,0.9682539682539683,437_rejected takeoff_rejected_ecam_takeoff,"['rejected takeoff', 'rejected', 'ecam', 'takeoff', 'ib', 'message', 'taxied', 'departure airport', 'returned departure', 'cargo door']",45
642,0.4761904761904762,False,2.064516129032258,0.967741935483871,642_door_cargo door_pressurization_medical emergency,"['door', 'cargo door', 'pressurization', 'medical emergency', 'elevator', 'qrh', 'latch', 'csr', 'windshield', 'bomb']",31
435,0.43478260869565216,False,2.4,0.9565217391304348,435_restart_throttle_instructor_engine,"['restart', 'throttle', 'instructor', 'engine', 'propeller', 'simulated engine', 'engine failure', 'simulated', 'mixture', 'student']",45
171,0.5357142857142857,False,1.5692307692307692,0.956043956043956,171_tcas_ra_traffic_sight,"['tcas', 'ra', 'traffic', 'sight', 'oclock', 'visual', 'visual approach', 'evasive', 'target', 'airspace']",65
388,0.6451612903225805,False,0.9591836734693877,0.9545753785385119,388_door_flight attendant_attendant_noise coming,"['door', 'flight attendant', 'attendant', 'noise coming', 'jump seater', 'flight attendants', 'attendants', 'seater', 'passenger', 'hinge']",49
469,0.4878048780487805,False,1.9069767441860466,0.9529211571185479,469_descend_vor_xyl_altitude,"['descend', 'vor', 'xyl', 'altitude', 'flch', '3000', 'feet', '3000 feet', 'glideslope', '4000']",43
100,0.4761904761904762,False,1.9863013698630136,0.949119373776908,100_fuel_tank_imbalance_crossfeed,"['fuel', 'tank', 'imbalance', 'crossfeed', 'fuel imbalance', 'pump', 'pumps', 'lbs', 'transfer', 'feed']",73
122,0.43478260869565216,False,2.3,0.9347826086956521,122_terrain_gpws_visual approach_visual,"['terrain', 'gpws', 'visual approach', 'visual', 'papi', '26', 'warning', 'glide', 'approach runway', 'runway 26']",70
734,0.4761904761904762,False,1.9047619047619047,0.9297052154195011,734_ladder_trim_nosewheel_shaking,"['ladder', 'trim', 'nosewheel', 'shaking', 'rod', 'tail stand', 'vibration', 'stand', 'stick', 'tail']",21
96,0.49180327868852464,False,1.7432432432432432,0.9204696499778467,96_helicopter_pattern_student_downwind,"['helicopter', 'pattern', 'student', 'downwind', 'instructor', 'runway redacted', 'final', 'tower', 'collision', 'small aircraft']",74
651,0.625,False,0.9333333333333333,0.9166666666666667,651_sector_fll_sectors_holding,"['sector', 'fll', 'sectors', 'holding', 'departures', 'stack', 'staffing', 'pbi', 'feeder', 'turned aircraft']",30
277,0.625,False,0.9272727272727272,0.9147727272727273,277_weather_windshear_winds_snow,"['weather', 'windshear', 'winds', 'snow', 'wind', 'wind shear', 'dispatcher', 'conditions', 'precipitation', 'plowing']",55
431,0.4761904761904762,False,1.8,0.9047619047619048,431_pack_temperature_temp_right pack,"['pack', 'temperature', 'temp', 'right pack', 'cabin', 'left pack', 'bleed', 'bleeds', 'temperature control', 'cabin temperature']",45
635,0.7692307692307692,False,0.34375,0.9014423076923076,635_1228_frequency_county_frequencies,"['1228', 'frequency', 'county', 'frequencies', 'unicom', 'operators', 'dial', 'unicom frequency', 'airports', 'jepps']",32
590,0.7692307692307692,False,0.34285714285714286,0.9010989010989011,590_elt_authorization_sporting_signs,"['elt', 'authorization', 'sporting', 'signs', 'tfrs', 'callsigns', 'adsb', 'similar sounding', 'suffix', 'flm']",35
55,0.4878048780487805,False,1.691358024691358,0.9003312255344775,55_ra_tcas_resolution_clear conflict,"['ra', 'tcas', 'resolution', 'clear conflict', 'climb', 'resolution advisory', 'tcas ra', 'advisory', 'feet', 'traffic']",81
255,0.606060606060606,False,0.9649122807017544,0.8984582668793193,255_taxiway_runway_runway redacted_helicopter,"['taxiway', 'runway', 'runway redacted', 'helicopter', 'taxiing', 'announced', 'end runway', 'taxi', 'citation', 'end']",57
723,0.4761904761904762,False,1.7727272727272727,0.8982683982683982,723_attitude_attitude information_gear_9r,"['attitude', 'attitude information', 'gear', '9r', 'gen', 'pf', 'ils rwy', 'ipad', 'instructor', 'deferral']",22
453,0.4878048780487805,False,1.6818181818181819,0.8980044345898004,453_trim_climb_jumper_autopilot,"['trim', 'climb', 'jumper', 'autopilot', 'slats', 'retract', 'climbing', 'elevator', '10000 feet', '10000']",44
597,0.625,False,0.8571428571428571,0.8928571428571429,597_a321_raas_approach runway_ship,"['a321', 'raas', 'approach runway', 'ship', 'b737', 'sighting', 'rnav rnp', '19r', 'database', 'rnav']",35
667,0.39215686274509803,False,2.5517241379310347,0.8924949290060852,667_carb_power_rpm_throttle,"['carb', 'power', 'rpm', 'throttle', 'mixture', 'engine', 'roughness', 'carb heat', 'zzz1', 'engine power']",29
510,0.4878048780487805,False,1.6341463414634145,0.8863771564544912,510_oil_leak_oil leak_fluid,"['oil', 'leak', 'oil leak', 'fluid', 'hydraulic', 'engine', 'dipstick', 'mechanic', 'parts', 'chemical']",41
187,0.43478260869565216,False,2.0634920634920637,0.8833678398895789,187_mva_minimum_minimum vectoring_feet,"['mva', 'minimum', 'minimum vectoring', 'feet', 'vectoring altitude', 'altitude', 'vectoring', 'ifr altitude', 'maintain', 'minimum ifr']",63
365,0.43478260869565216,False,2.06,0.882608695652174,365_nose gear_nose_collapsed_gear,"['nose gear', 'nose', 'collapsed', 'gear', 'gear collapsed', 'reported nose', 'collapse', 'gear failure', 'propeller', 'nose wheel']",50
329,0.7692307692307692,False,0.29411764705882354,0.8823529411764705,329_airspace_radar_tfr_restricted,"['airspace', 'radar', 'tfr', 'restricted', 'active', 'area', 'fort', 'radius', 'nm', 'launch']",51
425,0.4761904761904762,False,1.6956521739130435,0.8799171842650104,425_trim_airspeed_examiner_throttle,"['trim', 'airspeed', 'examiner', 'throttle', 'nose', 'pitch', 'power', 'flaps', 'gear', 'student']",46
532,0.4761904761904762,False,1.6923076923076923,0.8791208791208792,532_deice_fluid_water_deice truck,"['deice', 'fluid', 'water', 'deice truck', 'leak', 'truck', 'panels', 'cold soaked', 'potable water', 'soaked']",39
523,0.3846153846153846,False,2.55,0.8749999999999999,523_oil_engine_apu_oil temperature,"['oil', 'engine', 'apu', 'oil temperature', 'right engine', 'smoke', 'temperature', 'bleeds', 'left engine', 'hydraulic']",40
424,0.4761904761904762,False,1.6521739130434783,0.8695652173913044,424_gps_nm_giv_altitude alert,"['gps', 'nm', 'giv', 'altitude alert', 'elp', 'reception', 'altitude', 'low altitude', 'vfr', 'mfds']",46
132,0.4878048780487805,False,1.565217391304348,0.8695652173913043,132_tcas_ra_tcas ra_ta,"['tcas', 'ra', 'tcas ra', 'ta', 'traffic', 'climb', 'conflict', 'atc', 'clear conflict', 'feet']",69
